Device Info,Time,Longitude,Latitude,IMEI,GlbDa_lTotDst,CEngDsT_t,Air_tCACDs,EnvP_p,EnvT_t,Tra_numGear,FlSys_dvolFlCons,BattU_u,Brk_st,Clth_st,AFS_dm,AFS_mAirPerCylFlt,Air_pCACDs,InjCrv_phiMI1Des,InjCrv_stInjCharActVal_[0],InjUn_stStrt,InjVlv_tiMI1ET,InjVlv_tiPiI1ET,CoETS_stCurrLimActive,EngDa_tiEngOn,Exh_pPFltDiff,ASMod_dmEGFld_[0],ASMod_dmNOxBasLM_mp,ASMod_dmNOxEG,Exh_rNOxNoCat2Ds,Exh_dmNOxNoCat2Ds,Exh_dmNOxNSCDs,MeUn_dvolSet,VehV_v,APP_rFlt,Epm_nEng,InjCtl_qSetUnBal,Rail_pSetPoint,RailP_pFlt,PthSet_trqInrSet,CoVeh_trqAcs,SCRT_tFld_[2],SCR_tUCatUsT,SCRLdG_dmNH3MetAdapDes,DStgy_dmRdcAgDes,MeUn_iActFlt,SCRT_tFld_[0],SCRT_tUCatDsT,SCRFFC_dmNOxUs,SCRMod_dmEstNOxDs,SCRMod_etaEst,UDC_dmRdcAgAct,UDC_mRdcAgDosQntExtdRng,Com_rNOxNoCat2Ds,Com_rNOxNoMCatDs,SCRChk_etaActAvrg1_mp,SCRChk_etaActAvrg2_mp,SCRChk_etaThres1_mp,SCRChk_etaThres2_mp,SCRChk_etaThresAvrg1_mp,SCRChk_etaThresAvrg2_mp,SCRChk_rNOxDsPeakAvrg_mp,SCRChk_rNOxDsPeakAvrgMin_mp,SCRChk_rNOxDsStkDelta_mp,SCRChk_rNOxDsStkDeltaMin_mp,SCRChk_stCond1_mp,SCRChk_stPeakEnaFld_mp,SCRChk_stPeakStM_mp,SCRDev_pUPmp,SCRFBC_facNOxCtl,UDosVlv_ddiBWOpn_mp,UDosVlv_rDyc,T15_st,CoSCR_stSub,SCRRly_flgPs,UPmpMot_tSMHeatrT,UPmpMot_tSMT,UrBackFlowPmp_ratPs,UHtrRly_stPs,UHtrTnk_stPs,UHtrBLDia_uRawDiag_MP,UHtrPLDia_uRawDiag_MP,UHtrSLDia_uRawDiag_MP,UHtrSMDia_uRawDiag_MP,Com_stSensNoCat2Ds,UPmpMot_cntrRstrt_MP,UPmpMot_ratPs,DStgy_stCondDos,DStgy_stMetStgy,DFES_numDFC_[0],DFES_numDFC_[1],DFES_numDFC_[2],DFES_numDFC_[3],DFES_numDFC_[4],DFES_numDFC_[5],DFES_numDFC_[6],DFES_numDFC_[7],DFES_numDFC_[8],DFES_numDFC_[9],ErrLmp_stMIL,DFES_stEntry_[0],DFES_stEntry_[1],DFES_stEntry_[2],DFES_stEntry_[3],DFES_stEntry_[4]
RBCD022002,2017-03-16 08:20:18.0,121.17462,31.5761,867587021006869,34099248.00,11.66,10.56,1024.00,11.26,0.00,1.45,14060.00,0.00,1.00,71.00,735.70,1009.00,7.01,56.00,0.00,738.00,412.40,0.00,2173236.00,0.00,72.10,8.10,8.10,0.00,0.00,0.00,1500.00,0.00,0.00,800.50,12.69,400100.00,400200.00,71.60,0.00,17.76,24.56,0.15,0.00,716.00,24.66,10.96,8.10,7.78,0.05,0.00,52323.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,505.00,0.00,-186.00,1.00,0.00,0.00,1.00,255.00,1.00,9.46,10.46,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,255.00,0.00,11.00,1049979.00,0.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 08:20:21.0,121.17462,31.57608,867587021006869,34099248.00,11.96,10.56,1024.00,11.26,0.00,1.45,14240.00,0.00,0.00,70.10,735.30,1009.00,6.99,56.00,0.00,728.80,386.00,0.00,2173240.00,0.00,71.70,7.90,7.90,0.00,0.00,0.00,1500.00,0.00,0.00,809.00,12.17,400900.00,404200.00,66.60,0.00,18.96,26.96,0.15,0.00,713.00,27.06,10.96,7.80,7.70,0.05,0.00,52323.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,505.00,0.00,-186.00,1.00,0.00,0.00,1.00,255.00,1.00,9.46,10.46,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,255.00,0.00,11.00,1049979.00,0.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 08:20:25.0,121.17462,31.57608,867587021006869,34099248.00,12.26,10.56,1024.00,11.26,0.00,2.36,14200.00,0.00,1.00,71.80,739.70,1013.00,7.01,56.00,0.00,876.00,406.40,0.00,2173243.00,0.00,71.10,12.80,13.30,0.00,0.00,0.00,2240.00,0.00,20.10,807.00,24.84,404300.00,408400.00,161.80,0.00,20.06,29.16,0.45,0.00,759.00,29.26,10.96,23.20,10.70,0.05,0.00,52323.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,505.00,0.00,-186.00,1.00,0.00,0.00,1.00,255.00,1.00,9.46,10.36,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,255.00,0.00,11.00,1049979.00,0.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 08:20:28.0,121.17462,31.57604,867587021006869,34099248.00,12.46,10.56,1024.00,11.26,0.00,2.21,14040.00,0.00,1.00,73.80,748.40,1021.00,7.01,56.00,0.00,969.20,415.60,0.00,2173247.00,0.00,72.10,16.70,17.20,0.00,0.00,0.00,2450.00,6.40,6.04,717.50,25.55,392500.00,391200.00,160.00,0.00,21.06,31.26,0.40,0.00,746.00,31.36,10.96,20.40,13.18,0.05,0.00,52323.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,505.00,0.00,-186.00,1.00,0.00,0.00,1.00,255.00,1.00,9.46,10.46,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,255.00,0.00,11.00,1050491.00,0.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 08:20:32.0,121.1747,31.57597,867587021006869,34099255.00,12.76,10.66,1024.00,11.26,2.00,2.78,14180.00,0.00,1.00,89.60,745.00,1026.00,7.01,56.00,0.00,857.60,388.80,0.00,2173250.00,0.00,94.00,17.30,17.30,0.00,0.00,0.00,2070.00,12.23,9.00,1041.00,17.51,440600.00,444200.00,107.90,0.00,21.96,33.16,0.30,0.00,745.00,33.26,10.96,17.50,21.22,0.05,0.00,52323.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,505.00,0.00,-186.00,1.00,0.00,0.00,1.00,255.00,1.00,9.46,10.46,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,255.00,0.00,11.00,1050491.00,0.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 08:20:35.0,121.1747,31.57597,867587021006869,34099268.00,13.06,10.56,1024.00,11.26,2.00,2.02,14140.00,0.00,1.00,98.30,762.90,1033.00,7.01,56.00,0.00,676.40,340.40,0.00,2173254.00,0.00,97.30,6.90,6.90,0.00,0.00,0.00,1280.00,13.19,0.00,1001.00,6.30,431300.00,438500.00,30.40,0.00,22.96,35.16,0.10,0.00,693.00,35.16,10.96,6.40,12.94,0.05,0.00,52323.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,505.00,0.00,-186.00,1.00,0.00,0.00,1.00,255.00,1.00,9.46,10.46,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,255.00,0.00,11.00,1050491.00,0.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 08:20:39.0,121.17482,31.57588,867587021006869,34099279.00,13.46,10.56,1024.00,11.26,2.00,1.88,14220.00,0.00,1.00,74.20,733.60,1016.00,7.01,56.00,0.00,852.40,418.40,0.00,2173257.00,0.00,76.20,13.20,13.50,0.00,0.00,0.00,2020.00,10.26,21.59,874.00,19.76,414600.00,417300.00,124.90,0.00,24.06,37.26,0.25,0.00,745.00,37.26,10.96,15.30,10.49,0.05,0.00,52323.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,505.00,0.00,-186.00,1.00,0.00,0.00,1.00,255.00,1.00,9.46,10.36,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,255.00,0.00,11.00,1050491.00,0.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 08:20:42.0,121.17482,31.57588,867587021006869,34099290.00,13.96,10.56,1024.00,11.16,2.00,3.35,14160.00,0.00,1.00,101.30,745.30,1036.00,7.01,56.00,0.00,950.40,374.40,0.00,2173261.00,0.00,109.00,32.40,32.70,0.00,0.00,0.00,2800.00,13.86,36.60,1257.50,25.68,483100.00,471800.00,165.00,0.00,24.96,39.06,0.75,0.00,795.00,39.06,11.06,40.50,23.87,0.05,0.00,52323.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,505.00,0.00,-186.00,1.00,0.00,0.00,1.00,255.00,1.00,9.46,10.66,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,255.00,0.00,11.00,1050491.00,0.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 08:20:46.0,121.17504,31.57592,867587021006869,34099305.00,14.36,10.56,1024.00,11.16,2.00,0.77,13620.00,0.00,1.00,95.70,793.50,1097.00,7.01,56.00,0.00,1194.00,400.80,8200.00,2173264.00,0.00,96.00,37.70,37.90,0.00,0.00,0.00,3170.00,19.25,58.07,1037.50,37.30,416900.00,414800.00,214.10,0.00,26.16,40.96,0.90,0.00,814.00,41.06,11.36,49.50,18.54,0.05,0.00,52323.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,505.00,0.00,-185.00,1.00,0.00,0.00,1.00,255.00,1.00,9.46,10.66,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,255.00,0.00,11.00,1050491.00,0.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 08:20:49.0,121.17543,31.57601,867587021006869,34099326.00,14.86,10.46,1024.00,11.16,3.00,7.45,14200.00,0.00,1.00,149.90,877.80,1213.00,4.02,56.00,0.00,935.20,348.40,0.00,2173268.00,0.00,164.50,23.70,20.20,0.00,0.00,0.00,1870.00,27.98,0.00,1435.00,6.55,500700.00,512600.00,27.10,0.00,27.26,42.96,0.15,0.00,662.00,42.96,11.76,6.60,37.89,0.05,0.00,52323.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,505.00,0.00,-186.00,1.00,0.00,0.00,1.00,255.00,1.00,9.46,10.66,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,255.00,0.00,11.00,1050491.00,0.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 08:20:53.0,121.17543,31.57601,867587021006869,34099353.00,15.36,10.36,1024.00,11.16,4.00,4.50,14220.00,0.00,1.00,101.60,792.50,1091.00,7.01,56.00,0.00,1115.60,386.00,0.00,2173271.00,0.00,106.30,37.10,36.60,0.00,0.00,0.00,2820.00,30.41,32.71,1100.50,26.95,452300.00,450800.00,166.30,0.00,28.46,44.96,0.65,0.00,774.00,44.96,12.06,30.10,31.28,0.05,0.00,52323.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,505.00,0.00,-186.00,1.00,0.00,0.00,1.00,255.00,1.00,9.46,10.66,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,255.00,0.00,11.00,1050491.00,0.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 08:20:56.0,121.17595,31.57609,867587021006869,34099383.00,15.86,10.36,1024.00,11.16,4.00,2.28,14120.00,0.00,1.00,106.00,779.10,1058.00,7.01,56.00,0.00,702.80,353.20,0.00,2173275.00,0.00,108.30,12.50,12.40,0.00,0.00,0.00,1810.00,31.82,21.22,1124.00,12.67,451400.00,451600.00,76.00,0.00,29.66,46.96,0.20,0.00,734.00,46.96,12.66,12.10,20.28,0.05,0.00,52323.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,505.00,0.00,-186.00,1.00,0.00,0.00,1.00,255.00,1.00,9.46,10.66,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,255.00,0.00,11.00,1050491.00,0.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 08:21:00.0,121.17595,31.57609,867587021006869,34099414.00,16.46,10.36,1024.00,11.16,4.00,1.49,14160.00,0.00,1.00,97.80,761.30,1041.00,7.01,56.00,0.00,591.60,340.40,0.00,2173278.00,0.00,98.50,7.00,7.00,0.00,0.00,0.00,1550.00,30.14,14.75,1041.00,8.49,441100.00,442600.00,35.60,0.00,30.86,48.76,0.10,0.00,686.00,48.76,13.26,6.30,11.21,0.05,0.00,52323.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,505.00,0.00,-186.00,1.00,0.00,0.00,1.00,255.00,1.00,9.46,10.66,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,255.00,0.00,11.00,1050491.00,0.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 08:21:03.0,121.17643,31.57617,867587021006869,34099442.00,16.96,10.36,1024.00,10.96,5.00,1.10,14000.00,3.00,1.00,70.90,742.20,1016.00,6.99,56.00,0.00,719.60,335.20,0.00,2173282.00,0.00,71.70,6.00,6.00,0.00,0.00,0.00,1280.00,26.41,0.00,798.50,9.60,400200.00,388800.00,45.70,0.00,32.16,50.56,0.10,0.00,708.00,50.66,13.76,6.00,6.18,0.05,0.00,52323.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,505.00,0.00,-186.00,1.00,0.00,0.00,1.00,255.00,1.00,9.46,10.96,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,255.00,0.00,11.00,1050491.00,0.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
